X,                                          T,                                              var_rho,
5.817582011222839355e-01 5.311857461929321289e-01 7.961446791887283325e-02
5.818581581115722656e-01 5.310745835304260254e-01 7.954784482717514038e-02
5.819581747055053711e-01 5.309634804725646973e-01 7.948129624128341675e-02
5.820581912994384766e-01 5.308523178100585938e-01 7.941476255655288696e-02
5.821582078933715820e-01 5.307411551475524902e-01 7.934826612472534180e-02
5.822582244873046875e-01 5.306299924850463867e-01 7.928180694580078125e-02
5.823582410812377930e-01 5.305188298225402832e-01 7.921539247035980225e-02
5.824582576751708984e-01 5.304076671600341797e-01 7.914902269840240479e-02
5.825582742691040039e-01 5.302963852882385254e-01 7.908262312412261963e-02
5.826582908630371094e-01 5.301852226257324219e-01 7.901633530855178833e-02
5.827582478523254395e-01 5.300740003585815430e-01 7.895004749298095703e-02
5.828582644462585449e-01 5.299628376960754395e-01 7.888384163379669189e-02
5.829582810401916504e-01 5.298515558242797852e-01 7.881761342287063599e-02
5.830582976341247559e-01 5.297402739524841309e-01 7.875141501426696777e-02
5.831583142280578613e-01 5.296289920806884766e-01 7.868526875972747803e-02
5.832583308219909668e-01 5.295176506042480469e-01 7.861912250518798828e-02
5.833583474159240723e-01 5.294063687324523926e-01 7.855305075645446777e-02
5.834583640098571777e-01 5.292950272560119629e-01 7.848699390888214111e-02
5.835583806037902832e-01 5.291837453842163086e-01 7.842101156711578369e-02
5.836583375930786133e-01 5.290725231170654297e-01 7.835509628057479858e-02
5.837583541870117188e-01 5.289610624313354492e-01 7.828908413648605347e-02
5.838583707809448242e-01 5.288497209548950195e-01 7.822319120168685913e-02
5.839583873748779297e-01 5.287383794784545898e-01 7.815733551979064941e-02
5.840584039688110352e-01 5.286270380020141602e-01 7.809152454137802124e-02
5.841584205627441406e-01 5.285156369209289551e-01 7.802572101354598999e-02
5.842584371566772461e-01 5.284041762351989746e-01 7.795992493629455566e-02
5.843584537506103516e-01 5.282927751541137695e-01 7.789420336484909058e-02
5.844584703445434570e-01 5.281813740730285645e-01 7.782851904630661011e-02
5.845584273338317871e-01 5.280699729919433594e-01 7.776287943124771118e-02
5.846584439277648926e-01 5.279585123062133789e-01 7.769724726676940918e-02
5.847584605216979980e-01 5.278469920158386230e-01 7.763162255287170410e-02
5.848584771156311035e-01 5.277355909347534180e-01 7.756610959768295288e-02
5.849584937095642090e-01 5.276240110397338867e-01 7.750052958726882935e-02
5.850585103034973145e-01 5.275126099586486816e-01 7.743509858846664429e-02
5.851585268974304199e-01 5.274010300636291504e-01 7.736960798501968384e-02
5.852585434913635254e-01 5.272895097732543945e-01 7.730418443679809570e-02
5.853585600852966309e-01 5.271779894828796387e-01 7.723881304264068604e-02
5.854585170745849609e-01 5.270665287971496582e-01 7.717350870370864868e-02
5.855585336685180664e-01 5.269549489021301270e-01 7.710818201303482056e-02
5.856585502624511719e-01 5.268433690071105957e-01 7.704289257526397705e-02
5.857585668563842773e-01 5.267317891120910645e-01 7.697764784097671509e-02
5.858585834503173828e-01 5.266202092170715332e-01 7.691244035959243774e-02
5.859586000442504883e-01 5.265085697174072266e-01 7.684724777936935425e-02
5.860586166381835938e-01 5.263969302177429199e-01 7.678209245204925537e-02
5.861586332321166992e-01 5.262853503227233887e-01 7.671701163053512573e-02
5.862586498260498047e-01 5.261737108230590820e-01 7.665193825960159302e-02
5.863586068153381348e-01 5.260621309280395508e-01 7.658693939447402954e-02
5.864586234092712402e-01 5.259504318237304688e-01 7.652191072702407837e-02
5.865586400032043457e-01 5.258387923240661621e-01 7.645696401596069336e-02
5.866586565971374512e-01 5.257271528244018555e-01 7.639205455780029297e-02
5.867586731910705566e-01 5.256153941154479980e-01 7.632712274789810181e-02
5.868586897850036621e-01 5.255037546157836914e-01 7.626229524612426758e-02
5.869587063789367676e-01 5.253919959068298340e-01 7.619744539260864258e-02
5.870587229728698730e-01 5.252801775932312012e-01 7.613259553909301758e-02
5.871587395668029785e-01 5.251685380935668945e-01 7.606789469718933105e-02
5.872586965560913086e-01 5.250568389892578125e-01 7.600320130586624146e-02
5.873587131500244141e-01 5.249450802803039551e-01 7.593851536512374878e-02
5.874587297439575195e-01 5.248332619667053223e-01 7.587382942438125610e-02
5.875587463378906250e-01 5.247215628623962402e-01 7.580926269292831421e-02
5.876587629318237305e-01 5.246096849441528320e-01 7.574462890625000000e-02
5.877587795257568359e-01 5.244978666305541992e-01 7.568006962537765503e-02
5.878587961196899414e-01 5.243861079216003418e-01 7.561559230089187622e-02
5.879588127136230469e-01 5.242742300033569336e-01 7.555107772350311279e-02
5.880588293075561523e-01 5.241622924804687500e-01 7.548657804727554321e-02
5.881587862968444824e-01 5.240505933761596680e-01 7.542225718498229980e-02
5.882588028907775879e-01 5.239387750625610352e-01 7.535790652036666870e-02
5.883588194847106934e-01 5.238268375396728516e-01 7.529352605342864990e-02
5.884588360786437988e-01 5.237149000167846680e-01 7.522919028997421265e-02
5.885588526725769043e-01 5.236030220985412598e-01 7.516492903232574463e-02
5.886588692665100098e-01 5.234910845756530762e-01 7.510067522525787354e-02
5.887588858604431152e-01 5.233791470527648926e-01 7.503645867109298706e-02
5.888589024543762207e-01 5.232672691345214844e-01 7.497232407331466675e-02
5.889589190483093262e-01 5.231552720069885254e-01 7.490815967321395874e-02
5.890589356422424316e-01 5.230433344841003418e-01 7.484406977891921997e-02
5.891588926315307617e-01 5.229314565658569336e-01 7.478005439043045044e-02
5.892589092254638672e-01 5.228194594383239746e-01 7.471600919961929321e-02
5.893589258193969727e-01 5.227074027061462402e-01 7.465197145938873291e-02
5.894589424133300781e-01 5.225954651832580566e-01 7.458804547786712646e-02
5.895589590072631836e-01 5.224833488464355469e-01 7.452405989170074463e-02
5.896589756011962891e-01 5.223713517189025879e-01 7.446018606424331665e-02
5.897589921951293945e-01 5.222592353820800781e-01 7.439627498388290405e-02
5.898590087890625000e-01 5.221472978591918945e-01 7.433252036571502686e-02
5.899590253829956055e-01 5.220351219177246094e-01 7.426866143941879272e-02
5.900589823722839355e-01 5.219231843948364258e-01 7.420498132705688477e-02
5.901589989662170410e-01 5.218110680580139160e-01 7.414124161005020142e-02
5.902590155601501465e-01 5.216990113258361816e-01 7.407757639884948730e-02
5.903590321540832520e-01 5.215868353843688965e-01 7.401388883590698242e-02
5.904590487480163574e-01 5.214747190475463867e-01 7.395026832818984985e-02
5.905590653419494629e-01 5.213626027107238770e-01 7.388669997453689575e-02
5.906590819358825684e-01 5.212504863739013672e-01 7.382316142320632935e-02
5.907590985298156738e-01 5.211383104324340820e-01 7.375963777303695679e-02
5.908591151237487793e-01 5.210261940956115723e-01 7.369618117809295654e-02
5.909590721130371094e-01 5.209140181541442871e-01 7.363273948431015015e-02
5.910590887069702148e-01 5.208018422126770020e-01 7.356933504343032837e-02
5.911591053009033203e-01 5.206896662712097168e-01 7.350596785545349121e-02
5.912591218948364258e-01 5.205774307250976562e-01 7.344261556863784790e-02
5.913591384887695312e-01 5.204651951789855957e-01 7.337930053472518921e-02
5.914591550827026367e-01 5.203529596328735352e-01 7.331602275371551514e-02
5.915591716766357422e-01 5.202406644821166992e-01 7.325275987386703491e-02
5.916591882705688477e-01 5.201284885406494141e-01 7.318960130214691162e-02
5.917592048645019531e-01 5.200161933898925781e-01 7.312641292810440063e-02
5.918591618537902832e-01 5.199039578437805176e-01 7.306330651044845581e-02
5.919591784477233887e-01 5.197916626930236816e-01 7.300020009279251099e-02
5.920591950416564941e-01 5.196793079376220703e-01 7.293710857629776001e-02
5.921592116355895996e-01 5.195670723915100098e-01 7.287412136793136597e-02
5.922592282295227051e-01 5.194547176361083984e-01 7.281110435724258423e-02
5.923592448234558105e-01 5.193423628807067871e-01 7.274813205003738403e-02
5.924592614173889160e-01 5.192299485206604004e-01 7.268516719341278076e-02
5.925592780113220215e-01 5.191175937652587891e-01 7.262227684259414673e-02
5.926592946052551270e-01 5.190051794052124023e-01 7.255939394235610962e-02
5.927592515945434570e-01 5.188929438591003418e-01 7.249665260314941406e-02
5.928592681884765625e-01 5.187805891036987305e-01 7.243388146162033081e-02
5.929592847824096680e-01 5.186681747436523438e-01 7.237111777067184448e-02
5.930593013763427734e-01 5.185557007789611816e-01 7.230836898088455200e-02
5.931593179702758789e-01 5.184432864189147949e-01 7.224568724632263184e-02
5.932593345642089844e-01 5.183308720588684082e-01 7.218305021524429321e-02
5.933593511581420898e-01 5.182183980941772461e-01 7.212041318416595459e-02
5.934593677520751953e-01 5.181059241294860840e-01 7.205782830715179443e-02
5.935593843460083008e-01 5.179934501647949219e-01 7.199527323246002197e-02
5.936593413352966309e-01 5.178810358047485352e-01 7.193280011415481567e-02
5.937593579292297363e-01 5.177685022354125977e-01 7.187029719352722168e-02
5.938593745231628418e-01 5.176560878753662109e-01 7.180790603160858154e-02
5.939593911170959473e-01 5.175434947013854980e-01 7.174544781446456909e-02
5.940594077110290527e-01 5.174309611320495605e-01 7.168307155370712280e-02
5.941594243049621582e-01 5.173183679580688477e-01 7.162069529294967651e-02
5.942594408988952637e-01 5.172058343887329102e-01 7.155840098857879639e-02
5.943594574928283691e-01 5.170932412147521973e-01 7.149610668420791626e-02
5.944594740867614746e-01 5.169807076454162598e-01 7.143389433622360229e-02
5.945594310760498047e-01 5.168681740760803223e-01 7.137171924114227295e-02
5.946594476699829102e-01 5.167555212974548340e-01 7.130950689315795898e-02
5.947594642639160156e-01 5.166429281234741211e-01 7.124738395214080811e-02
5.948594808578491211e-01 5.165302753448486328e-01 7.118526101112365723e-02
5.949594974517822266e-01 5.164176225662231445e-01 7.112318277359008789e-02
5.950595140457153320e-01 5.163049697875976562e-01 7.106114178895950317e-02
5.951595306396484375e-01 5.161923170089721680e-01 7.099914550781250000e-02
5.952595472335815430e-01 5.160796642303466797e-01 7.093718647956848145e-02
5.953595638275146484e-01 5.159669518470764160e-01 7.087523490190505981e-02
5.954595208168029785e-01 5.158543586730957031e-01 7.081339508295059204e-02
5.955595374107360840e-01 5.157416462898254395e-01 7.075152546167373657e-02
5.956595540046691895e-01 5.156289339065551758e-01 7.068970054388046265e-02
5.957595705986022949e-01 5.155162215232849121e-01 7.062791287899017334e-02
5.958595871925354004e-01 5.154034495353698730e-01 7.056613266468048096e-02
5.959596037864685059e-01 5.152906179428100586e-01 7.050435990095138550e-02
5.960596203804016113e-01 5.151779651641845703e-01 7.044272124767303467e-02
5.961596369743347168e-01 5.150651931762695312e-01 7.038106769323348999e-02
5.962596535682678223e-01 5.149524211883544922e-01 7.031945139169692993e-02
5.963596105575561523e-01 5.148396492004394531e-01 7.025787234306335449e-02
5.964596271514892578e-01 5.147268176078796387e-01 7.019630074501037598e-02
5.965596437454223633e-01 5.146139860153198242e-01 7.013477385044097900e-02
5.966596603393554688e-01 5.145011544227600098e-01 7.007328420877456665e-02
5.967596769332885742e-01 5.143883228302001953e-01 7.001183927059173584e-02
5.968596935272216797e-01 5.142754912376403809e-01 6.995043158531188965e-02
5.969597101211547852e-01 5.141625404357910156e-01 6.988900154829025269e-02
5.970597267150878906e-01 5.140497088432312012e-01 6.982766836881637573e-02
5.971597433090209961e-01 5.139368176460266113e-01 6.976635009050369263e-02
5.972597002983093262e-01 5.138239860534667969e-01 6.970510631799697876e-02
5.973597168922424316e-01 5.137110352516174316e-01 6.964384019374847412e-02
5.974597334861755371e-01 5.135981440544128418e-01 6.958264112472534180e-02
5.975597500801086426e-01 5.134851932525634766e-01 6.952144950628280640e-02
5.976597666740417480e-01 5.133722424507141113e-01 6.946030259132385254e-02
5.977597832679748535e-01 5.132592916488647461e-01 6.939919292926788330e-02
5.978597998619079590e-01 5.131463408470153809e-01 6.933812052011489868e-02
5.979598164558410645e-01 5.130333900451660156e-01 6.927709281444549561e-02
5.980598330497741699e-01 5.129202604293823242e-01 6.921601295471191406e-02
5.981597900390625000e-01 5.128074288368225098e-01 6.915512681007385254e-02
5.982598066329956055e-01 5.126944184303283691e-01 6.909418851137161255e-02
5.983598232269287109e-01 5.125814080238342285e-01 6.903328746557235718e-02
5.984598398208618164e-01 5.124682784080505371e-01 6.897236406803131104e-02
5.985598564147949219e-01 5.123552083969116211e-01 6.891151517629623413e-02
5.986598730087280273e-01 5.122421979904174805e-01 6.885074079036712646e-02
5.987598896026611328e-01 5.121291279792785645e-01 6.878996640443801880e-02
5.988599061965942383e-01 5.120159983634948730e-01 6.872920691967010498e-02
5.989599227905273438e-01 5.119029879570007324e-01 6.866855174303054810e-02
5.990598797798156738e-01 5.117899179458618164e-01 6.860789656639099121e-02
5.991598963737487793e-01 5.116767883300781250e-01 6.854725629091262817e-02
5.992599129676818848e-01 5.115636587142944336e-01 6.848666071891784668e-02
5.993599295616149902e-01 5.114505290985107422e-01 6.842609494924545288e-02
5.994599461555480957e-01 5.113373398780822754e-01 6.836553663015365601e-02
5.995599627494812012e-01 5.112242102622985840e-01 6.830505281686782837e-02
5.996599793434143066e-01 5.111110806465148926e-01 6.824461370706558228e-02
5.997599959373474121e-01 5.109978914260864258e-01 6.818418204784393311e-02
5.998600125312805176e-01 5.108846426010131836e-01 6.812375783920288086e-02
5.999599695205688477e-01 5.107715129852294922e-01 6.806343793869018555e-02
6.000599861145019531e-01 5.106582641601562500e-01 6.800309568643569946e-02
6.001600027084350586e-01 5.105450153350830078e-01 6.794279068708419800e-02
6.002600193023681641e-01 5.104318261146545410e-01 6.788256019353866577e-02
6.003600358963012695e-01 5.103185176849365234e-01 6.782230734825134277e-02
6.004600524902343750e-01 5.102052688598632812e-01 6.776212155818939209e-02
6.005600690841674805e-01 5.100919604301452637e-01 6.770195066928863525e-02
6.006600856781005859e-01 5.099787116050720215e-01 6.764184683561325073e-02
6.007601022720336914e-01 5.098654627799987793e-01 6.758178770542144775e-02
6.008600592613220215e-01 5.097521543502807617e-01 6.752172857522964478e-02
6.009600758552551270e-01 5.096388459205627441e-01 6.746171414852142334e-02
6.010600924491882324e-01 5.095254778861999512e-01 6.740170717239379883e-02
6.011601090431213379e-01 5.094121694564819336e-01 6.734177470207214355e-02
6.012601256370544434e-01 5.092988014221191406e-01 6.728184968233108521e-02
6.013601422309875488e-01 5.091854333877563477e-01 6.722196191549301147e-02
6.014601588249206543e-01 5.090720653533935547e-01 6.716211885213851929e-02
6.015601754188537598e-01 5.089587569236755371e-01 6.710234284400939941e-02
6.016601920127868652e-01 5.088453292846679688e-01 6.704254448413848877e-02
6.017601490020751953e-01 5.087319016456604004e-01 6.698279082775115967e-02
6.018601655960083008e-01 5.086185336112976074e-01 6.692310422658920288e-02
6.019601821899414062e-01 5.085050463676452637e-01 6.686339527368545532e-02
6.020601987838745117e-01 5.083916783332824707e-01 6.680379062891006470e-02
6.021602153778076172e-01 5.082781910896301270e-01 6.674416363239288330e-02
6.022602319717407227e-01 5.081646442413330078e-01 6.668453663587570190e-02
6.023602485656738281e-01 5.080512166023254395e-01 6.662502139806747437e-02
6.024602651596069336e-01 5.079377293586730957e-01 6.656551361083984375e-02
6.025602817535400391e-01 5.078241825103759766e-01 6.650601327419281006e-02
6.026602387428283691e-01 5.077107548713684082e-01 6.644661724567413330e-02
6.027602553367614746e-01 5.075972080230712891e-01 6.638719141483306885e-02
6.028602719306945801e-01 5.074837803840637207e-01 6.632787734270095825e-02
6.029602885246276855e-01 5.073701143264770508e-01 6.626847386360168457e-02
6.030603051185607910e-01 5.072565674781799316e-01 6.620916724205017090e-02
6.031603217124938965e-01 5.071430206298828125e-01 6.614990532398223877e-02
6.032603383064270020e-01 5.070294141769409180e-01 6.609065830707550049e-02
6.033603549003601074e-01 5.069158673286437988e-01 6.603147089481353760e-02
6.034603714942932129e-01 5.068022012710571289e-01 6.597226858139038086e-02
6.035603284835815430e-01 5.066886544227600098e-01 6.591317057609558105e-02
6.036603450775146484e-01 5.065751075744628906e-01 6.585410237312316895e-02
6.037603616714477539e-01 5.064614415168762207e-01 6.579501926898956299e-02
6.038603782653808594e-01 5.063477754592895508e-01 6.573597341775894165e-02
6.039603948593139648e-01 5.062341094017028809e-01 6.567697227001190186e-02
6.040604114532470703e-01 5.061204433441162109e-01 6.561799347400665283e-02
6.041604280471801758e-01 5.060067176818847656e-01 6.555903702974319458e-02
6.042604446411132812e-01 5.058930516242980957e-01 6.550015509128570557e-02
6.043604612350463867e-01 5.057793855667114258e-01 6.544131040573120117e-02
6.044604182243347168e-01 5.056656002998352051e-01 6.538243591785430908e-02
6.045604348182678223e-01 5.055519938468933105e-01 6.532370299100875854e-02
6.046604514122009277e-01 5.054382085800170898e-01 6.526491045951843262e-02
6.047604680061340332e-01 5.053244829177856445e-01 6.520619243383407593e-02
6.048604846000671387e-01 5.052106380462646484e-01 6.514745205640792847e-02
6.049605011940002441e-01 5.050968527793884277e-01 6.508878618478775024e-02
6.050605177879333496e-01 5.049831271171569824e-01 6.503018736839294434e-02
6.051605343818664551e-01 5.048693418502807617e-01 6.497159600257873535e-02
6.052605509757995605e-01 5.047554969787597656e-01 6.491301208734512329e-02
6.053605079650878906e-01 5.046417117118835449e-01 6.485450267791748047e-02
6.054605245590209961e-01 5.045279860496520996e-01 6.479606032371520996e-02
6.055605411529541016e-01 5.044140815734863281e-01 6.473756581544876099e-02
6.056605577468872070e-01 5.043002367019653320e-01 6.467913836240768433e-02
6.057605743408203125e-01 5.041863322257995605e-01 6.462072581052780151e-02
6.058605909347534180e-01 5.040724873542785645e-01 6.456238031387329102e-02
6.059606075286865234e-01 5.039586424827575684e-01 6.450407952070236206e-02
6.060606241226196289e-01 5.038446784019470215e-01 6.444574892520904541e-02
6.061606407165527344e-01 5.037308335304260254e-01 6.438752263784408569e-02
6.062605977058410645e-01 5.036169290542602539e-01 6.432931125164031982e-02
6.063606142997741699e-01 5.035029649734497070e-01 6.427109986543655396e-02
6.064606308937072754e-01 5.033890604972839355e-01 6.421296298503875732e-02
6.065606474876403809e-01 5.032750964164733887e-01 6.415483355522155762e-02
6.066606640815734863e-01 5.031611323356628418e-01 6.409674137830734253e-02
6.067606806755065918e-01 5.030471682548522949e-01 6.403869390487670898e-02
6.068606972694396973e-01 5.029332041740417480e-01 6.398068368434906006e-02
6.069607138633728027e-01 5.028191804885864258e-01 6.392268091440200806e-02
6.070607304573059082e-01 5.027050971984863281e-01 6.386469304561614990e-02
6.071606874465942383e-01 5.025911927223205566e-01 6.380682438611984253e-02
6.072607040405273438e-01 5.024771690368652344e-01 6.374894082546234131e-02
6.073607206344604492e-01 5.023630857467651367e-01 6.369107216596603394e-02
6.074607372283935547e-01 5.022490620613098145e-01 6.363326311111450195e-02
6.075607538223266602e-01 5.021349787712097168e-01 6.357546895742416382e-02
6.076607704162597656e-01 5.020208954811096191e-01 6.351771205663681030e-02
6.077607870101928711e-01 5.019068717956542969e-01 6.346002966165542603e-02
6.078608036041259766e-01 5.017927289009094238e-01 6.340232491493225098e-02
6.079608201980590820e-01 5.016786456108093262e-01 6.334468722343444824e-02
6.080607771873474121e-01 5.015646219253540039e-01 6.328711658716201782e-02
6.081607937812805176e-01 5.014504790306091309e-01 6.322952359914779663e-02
6.082608103752136230e-01 5.013362765312194824e-01 6.317194551229476929e-02
6.083608269691467285e-01 5.012221932411193848e-01 6.311445683240890503e-02
6.084608435630798340e-01 5.011079311370849609e-01 6.305692344903945923e-02
6.085608601570129395e-01 5.009937882423400879e-01 6.299949437379837036e-02
6.086608767509460449e-01 5.008795261383056641e-01 6.294204294681549072e-02
6.087608933448791504e-01 5.007654428482055664e-01 6.288471817970275879e-02
6.088609099388122559e-01 5.006511807441711426e-01 6.282734125852584839e-02
6.089608669281005859e-01 5.005369782447814941e-01 6.277003884315490723e-02
6.090608835220336914e-01 5.004227161407470703e-01 6.271274387836456299e-02
6.091609001159667969e-01 5.003085136413574219e-01 6.265551596879959106e-02
6.092609167098999023e-01 5.001942515373229980e-01 6.259830296039581299e-02
6.093609333038330078e-01 5.000799894332885742e-01 6.254111975431442261e-02
6.094609498977661133e-01 4.999656677246093750e-01 6.248395144939422607e-02
6.095609664916992188e-01 4.998514652252197266e-01 6.242688372731208801e-02
6.096609830856323242e-01 4.997370243072509766e-01 6.236973404884338379e-02
6.097609996795654297e-01 4.996228218078613281e-01 6.231274083256721497e-02
6.098609566688537598e-01 4.995085597038269043e-01 6.225575879216194153e-02
6.099609732627868652e-01 4.993941783905029297e-01 6.219875812530517578e-02
6.100609898567199707e-01 4.992798566818237305e-01 6.214182451367378235e-02
6.101610064506530762e-01 4.991654753684997559e-01 6.208489835262298584e-02
6.102610230445861816e-01 4.990510940551757812e-01 6.202801316976547241e-02
6.103610396385192871e-01 4.989367127418518066e-01 6.197116896510124207e-02
6.104610562324523926e-01 4.988223016262054443e-01 6.191434711217880249e-02
6.105610728263854980e-01 4.987078309059143066e-01 6.185753270983695984e-02
6.106610894203186035e-01 4.985935091972351074e-01 6.180083379149436951e-02
6.107610464096069336e-01 4.984791874885559082e-01 6.174417212605476379e-02
6.108610630035400391e-01 4.983647465705871582e-01 6.168749183416366577e-02
6.109610795974731445e-01 4.982502460479736328e-01 6.163082271814346313e-02
6.110610961914062500e-01 4.981358051300048828e-01 6.157422065734863281e-02
6.111611127853393555e-01 4.980213046073913574e-01 6.151762604713439941e-02
6.112611293792724609e-01 4.979068934917449951e-01 6.146111711859703064e-02
6.113611459732055664e-01 4.977923631668090820e-01 6.140458956360816956e-02
6.114611625671386719e-01 4.976778328418731689e-01 6.134809553623199463e-02
6.115611791610717773e-01 4.975634217262268066e-01 6.129170209169387817e-02
6.116611957550048828e-01 4.974488019943237305e-01 6.123524531722068787e-02
6.117611527442932129e-01 4.973343312740325928e-01 6.117890030145645142e-02
6.118611693382263184e-01 4.972198009490966797e-01 6.112256646156311035e-02
6.119611859321594238e-01 4.971051812171936035e-01 6.106622517108917236e-02
6.120612025260925293e-01 4.969906806945800781e-01 6.100998446345329285e-02
6.121612191200256348e-01 4.968760907649993896e-01 6.095373630523681641e-02
6.122612357139587402e-01 4.967615008354187012e-01 6.089752912521362305e-02
6.123612523078918457e-01 4.966468811035156250e-01 6.084134429693222046e-02
6.124612689018249512e-01 4.965322613716125488e-01 6.078520044684410095e-02
6.125612854957580566e-01 4.964176714420318604e-01 6.072910875082015991e-02
6.126612424850463867e-01 4.963030219078063965e-01 6.067302450537681580e-02
6.127612590789794922e-01 4.961884319782257080e-01 6.061701104044914246e-02
6.128612756729125977e-01 4.960737228393554688e-01 6.056097894906997681e-02
6.129612922668457031e-01 4.959590733051300049e-01 6.050501391291618347e-02
6.130613088607788086e-01 4.958444237709045410e-01 6.044908612966537476e-02
6.131613254547119141e-01 4.957297444343566895e-01 6.039318442344665527e-02
6.132613420486450195e-01 4.956149458885192871e-01 6.033726036548614502e-02
6.133613586425781250e-01 4.955002665519714355e-01 6.028143689036369324e-02
6.134613752365112305e-01 4.953854978084564209e-01 6.022560223937034607e-02
6.135613322257995605e-01 4.952708780765533447e-01 6.016988679766654968e-02
6.136613488197326660e-01 4.951561987400054932e-01 6.011417508125305176e-02
6.137613654136657715e-01 4.950414001941680908e-01 6.005844846367835999e-02
6.138613820075988770e-01 4.949266314506530762e-01 6.000277400016784668e-02
6.139613986015319824e-01 4.948118329048156738e-01 5.994712188839912415e-02
6.140614151954650879e-01 4.946970343589782715e-01 5.989151075482368469e-02
6.141614317893981934e-01 4.945822358131408691e-01 5.983594059944152832e-02
6.142614483833312988e-01 4.944674372673034668e-01 5.978040397167205811e-02
6.143614649772644043e-01 4.943525493144989014e-01 5.972486734390258789e-02
6.144614219665527344e-01 4.942377805709838867e-01 5.966942384839057922e-02
6.145614385604858398e-01 4.941229820251464844e-01 5.961400642991065979e-02
6.146614551544189453e-01 4.940081238746643066e-01 5.955859646201133728e-02
6.147614717483520508e-01 4.938931763172149658e-01 5.950318276882171631e-02
6.148614883422851562e-01 4.937783479690551758e-01 5.944786593317985535e-02
6.149615049362182617e-01 4.936634898185729980e-01 5.939257517457008362e-02
6.150615215301513672e-01 4.935485720634460449e-01 5.933729186654090881e-02
6.151615381240844727e-01 4.934335947036743164e-01 5.928201973438262939e-02
6.152615547180175781e-01 4.933187365531921387e-01 5.922684445977210999e-02
6.153615117073059082e-01 4.932038784027099609e-01 5.917170271277427673e-02
6.154615283012390137e-01 4.930889010429382324e-01 5.911654233932495117e-02
6.155615448951721191e-01 4.929739832878112793e-01 5.906145274639129639e-02
6.156615614891052246e-01 4.928589463233947754e-01 5.900634452700614929e-02
6.157615780830383301e-01 4.927439093589782715e-01 5.895127728581428528e-02
6.158615946769714355e-01 4.926289319992065430e-01 5.889627337455749512e-02
6.159616112709045410e-01 4.925139546394348145e-01 5.884131044149398804e-02
6.160616278648376465e-01 4.923989772796630859e-01 5.878638476133346558e-02
6.161616444587707520e-01 4.922839105129241943e-01 5.873145163059234619e-02
6.162616014480590820e-01 4.921689331531524658e-01 5.867660418152809143e-02
6.163616180419921875e-01 4.920538663864135742e-01 5.862175300717353821e-02
6.164616346359252930e-01 4.919388890266418457e-01 5.856698006391525269e-02
6.165616512298583984e-01 4.918237030506134033e-01 5.851214751601219177e-02
6.166616678237915039e-01 4.917086958885192871e-01 5.845743790268898010e-02
6.167616844177246094e-01 4.915935993194580078e-01 5.840272456407546997e-02
6.168617010116577148e-01 4.914784431457519531e-01 5.834802240133285522e-02
6.169617176055908203e-01 4.913633465766906738e-01 5.829338356852531433e-02
6.170617341995239258e-01 4.912482202053070068e-01 5.823877081274986267e-02
6.171616911888122559e-01 4.911331832408905029e-01 5.818424001336097717e-02
6.172617077827453613e-01 4.910179972648620605e-01 5.812967196106910706e-02
6.173617243766784668e-01 4.909028410911560059e-01 5.807516351342201233e-02
6.174617409706115723e-01 4.907877147197723389e-01 5.802070349454879761e-02
6.175617575645446777e-01 4.906724691390991211e-01 5.796622484922409058e-02
6.176617741584777832e-01 4.905573427677154541e-01 5.791184306144714355e-02
6.177617907524108887e-01 4.904421567916870117e-01 5.785747244954109192e-02
6.178618073463439941e-01 4.903270006179809570e-01 5.780315026640892029e-02
6.179618239402770996e-01 4.902116656303405762e-01 5.774878710508346558e-02
6.180617809295654297e-01 4.900965094566345215e-01 5.769454315304756165e-02
6.181617975234985352e-01 4.899812340736389160e-01 5.764028057456016541e-02
6.182618141174316406e-01 4.898659586906433105e-01 5.758605897426605225e-02
6.183618307113647461e-01 4.897506833076477051e-01 5.753187462687492371e-02
6.184618473052978516e-01 4.896354675292968750e-01 5.747775733470916748e-02
6.185618638992309570e-01 4.895201623439788818e-01 5.742363631725311279e-02
6.186618804931640625e-01 4.894048571586608887e-01 5.736954882740974426e-02
6.187618970870971680e-01 4.892895519733428955e-01 5.731550604104995728e-02
6.188619136810302734e-01 4.891741871833801270e-01 5.726147070527076721e-02
6.189618706703186035e-01 4.890589118003845215e-01 5.720751360058784485e-02
6.190618872642517090e-01 4.889436364173889160e-01 5.715359747409820557e-02
6.191619038581848145e-01 4.888282716274261475e-01 5.709967389702796936e-02
6.192619204521179199e-01 4.887128472328186035e-01 5.704576149582862854e-02
6.193619370460510254e-01 4.885974526405334473e-01 5.699190497398376465e-02
6.194619536399841309e-01 4.884821176528930664e-01 5.693811178207397461e-02
6.195619702339172363e-01 4.883667230606079102e-01 5.688432976603507996e-02
6.196619868278503418e-01 4.882512390613555908e-01 5.683054402470588684e-02
6.197620034217834473e-01 4.881359040737152100e-01 5.677686631679534912e-02
6.198619604110717773e-01 4.880204200744628906e-01 5.672315508127212524e-02
6.199619770050048828e-01 4.879050254821777344e-01 5.666952580213546753e-02
6.200619935989379883e-01 4.877896010875701904e-01 5.661592260003089905e-02
6.201620101928710938e-01 4.876740574836730957e-01 5.656229704618453979e-02
6.202620267868041992e-01 4.875586926937103271e-01 5.650879815220832825e-02
6.203620433807373047e-01 4.874431788921356201e-01 5.645526573061943054e-02
6.204620599746704102e-01 4.873276352882385254e-01 5.640175566077232361e-02
