X,                                          T,                                              var_rho,
1.784178465604782104e-01 8.880715966224670410e-01 6.220029592514038086e-01
1.785178482532501221e-01 8.880026936531066895e-01 6.218099594116210938e-01
1.786178648471832275e-01 8.879337906837463379e-01 6.216169595718383789e-01
1.787178665399551392e-01 8.878647685050964355e-01 6.214237213134765625e-01
1.788178831338882446e-01 8.877958059310913086e-01 6.212306618690490723e-01
1.789178848266601562e-01 8.877267837524414062e-01 6.210375428199768066e-01
1.790179014205932617e-01 8.876577615737915039e-01 6.208443641662597656e-01
1.791179180145263672e-01 8.875889182090759277e-01 6.206518411636352539e-01
1.792179197072982788e-01 8.875197768211364746e-01 6.204584240913391113e-01
1.793179363012313843e-01 8.874509334564208984e-01 6.202659606933593750e-01
1.794179379940032959e-01 8.873819112777709961e-01 6.200730204582214355e-01
1.795179545879364014e-01 8.873128294944763184e-01 6.198799610137939453e-01
1.796179562807083130e-01 8.872438073158264160e-01 6.196870803833007812e-01
1.797179728746414185e-01 8.871748447418212891e-01 6.194944381713867188e-01
1.798179745674133301e-01 8.871057629585266113e-01 6.193014979362487793e-01
1.799179911613464355e-01 8.870368003845214844e-01 6.191089749336242676e-01
1.800180077552795410e-01 8.869677186012268066e-01 6.189161539077758789e-01
1.801180094480514526e-01 8.868986368179321289e-01 6.187233328819274902e-01
1.802180260419845581e-01 8.868294954299926758e-01 6.185303926467895508e-01
1.803180277347564697e-01 8.867604136466979980e-01 6.183376908302307129e-01
1.804180443286895752e-01 8.866913914680480957e-01 6.181452274322509766e-01
1.805180460214614868e-01 8.866223096847534180e-01 6.179525852203369141e-01
1.806180626153945923e-01 8.865531086921691895e-01 6.177597045898437500e-01
1.807180792093276978e-01 8.864840269088745117e-01 6.175671815872192383e-01
1.808180809020996094e-01 8.864150643348693848e-01 6.173750162124633789e-01
1.809180974960327148e-01 8.863458037376403809e-01 6.171820759773254395e-01
1.810180991888046265e-01 8.862766623497009277e-01 6.169895529747009277e-01
1.811181157827377319e-01 8.862075209617614746e-01 6.167970299720764160e-01
1.812181174755096436e-01 8.861383795738220215e-01 6.166045665740966797e-01
1.813181340694427490e-01 8.860692381858825684e-01 6.164121627807617188e-01
1.814181357622146606e-01 8.860000967979431152e-01 6.162197589874267578e-01
1.815181523561477661e-01 8.859309554100036621e-01 6.160274147987365723e-01
1.816181689500808716e-01 8.858618140220642090e-01 6.158351302146911621e-01
1.817181706428527832e-01 8.857925534248352051e-01 6.156425476074218750e-01
1.818181872367858887e-01 8.857234120368957520e-01 6.154503822326660156e-01
1.819181889295578003e-01 8.856542110443115234e-01 6.152580380439758301e-01
1.820182055234909058e-01 8.855850100517272949e-01 6.150658130645751953e-01
1.821182072162628174e-01 8.855158090591430664e-01 6.148735880851745605e-01
1.822182238101959229e-01 8.854464888572692871e-01 6.146810650825500488e-01
1.823182255029678345e-01 8.853772878646850586e-01 6.144888997077941895e-01
1.824182420969009399e-01 8.853080272674560547e-01 6.142966747283935547e-01
1.825182586908340454e-01 8.852388262748718262e-01 6.141046285629272461e-01
1.826182603836059570e-01 8.851695656776428223e-01 6.139124631881713867e-01
1.827182769775390625e-01 8.851002454757690430e-01 6.137201786041259766e-01
1.828182786703109741e-01 8.850310444831848145e-01 6.135282516479492188e-01
1.829182952642440796e-01 8.849617242813110352e-01 6.133360862731933594e-01
1.830182969570159912e-01 8.848924636840820312e-01 6.131440997123718262e-01
1.831183135509490967e-01 8.848231434822082520e-01 6.129519939422607422e-01
1.832183152437210083e-01 8.847538828849792480e-01 6.127600669860839844e-01
1.833183318376541138e-01 8.846845030784606934e-01 6.125679016113281250e-01
1.834183484315872192e-01 8.846152424812316895e-01 6.123760938644409180e-01
1.835183501243591309e-01 8.845459222793579102e-01 6.121841669082641602e-01
1.836183667182922363e-01 8.844764828681945801e-01 6.119919419288635254e-01
1.837183684110641479e-01 8.844071626663208008e-01 6.118001341819763184e-01
1.838183850049972534e-01 8.843379020690917969e-01 6.116085052490234375e-01
1.839183866977691650e-01 8.842684626579284668e-01 6.114163994789123535e-01
1.840184032917022705e-01 8.841992020606994629e-01 6.112248897552490234e-01
1.841184049844741821e-01 8.841297030448913574e-01 6.110327243804931641e-01
1.842184215784072876e-01 8.840603828430175781e-01 6.108410954475402832e-01
1.843184381723403931e-01 8.839909434318542480e-01 6.106492280960083008e-01
1.844184398651123047e-01 8.839216232299804688e-01 6.104577183723449707e-01
1.845184564590454102e-01 8.838521838188171387e-01 6.102659106254577637e-01
1.846184581518173218e-01 8.837828040122985840e-01 6.100743412971496582e-01
1.847184747457504272e-01 8.837133646011352539e-01 6.098825931549072266e-01
1.848184764385223389e-01 8.836438655853271484e-01 6.096907854080200195e-01
1.849184930324554443e-01 8.835745453834533691e-01 6.094994544982910156e-01
1.850184947252273560e-01 8.835050463676452637e-01 6.093077063560485840e-01
1.851185113191604614e-01 8.834354877471923828e-01 6.091158986091613770e-01
1.852185279130935669e-01 8.833661675453186035e-01 6.089246869087219238e-01
1.853185296058654785e-01 8.832966685295104980e-01 6.087331175804138184e-01
1.854185461997985840e-01 8.832271695137023926e-01 6.085415482521057129e-01
1.855185478925704956e-01 8.831576704978942871e-01 6.083500385284423828e-01
1.856185644865036011e-01 8.830882906913757324e-01 6.081588864326477051e-01
1.857185661792755127e-01 8.830187916755676270e-01 6.079674363136291504e-01
1.858185827732086182e-01 8.829492926597595215e-01 6.077761054039001465e-01
1.859185844659805298e-01 8.828796744346618652e-01 6.075844168663024902e-01
1.860186010599136353e-01 8.828101158142089844e-01 6.073929667472839355e-01
1.861186176538467407e-01 8.827406764030456543e-01 6.072018742561340332e-01
1.862186193466186523e-01 8.826710581779479980e-01 6.070103645324707031e-01
1.863186359405517578e-01 8.826015591621398926e-01 6.068192124366760254e-01
1.864186376333236694e-01 8.825319409370422363e-01 6.066277623176574707e-01
1.865186542272567749e-01 8.824624419212341309e-01 6.064367294311523438e-01
1.866186559200286865e-01 8.823929429054260254e-01 6.062456965446472168e-01
1.867186725139617920e-01 8.823232054710388184e-01 6.060540676116943359e-01
1.868186891078948975e-01 8.822537064552307129e-01 6.058631539344787598e-01
1.869186908006668091e-01 8.821840882301330566e-01 6.056719422340393066e-01
1.870187073945999146e-01 8.821144700050354004e-01 6.054807305335998535e-01
1.871187090873718262e-01 8.820449113845825195e-01 6.052898168563842773e-01
1.872187256813049316e-01 8.819753527641296387e-01 6.050989031791687012e-01
1.873187273740768433e-01 8.819057345390319824e-01 6.049078702926635742e-01
1.874187439680099487e-01 8.818361163139343262e-01 6.047168970108032227e-01
1.875187456607818604e-01 8.817663788795471191e-01 6.045256257057189941e-01
1.876187622547149658e-01 8.816968202590942383e-01 6.043348908424377441e-01
1.877187788486480713e-01 8.816271424293518066e-01 6.041438579559326172e-01
1.878187805414199829e-01 8.815574049949645996e-01 6.039527058601379395e-01
1.879187971353530884e-01 8.814877867698669434e-01 6.037619709968566895e-01
1.880187988281250000e-01 8.814180493354797363e-01 6.035709381103515625e-01
1.881188154220581055e-01 8.813484311103820801e-01 6.033802628517150879e-01
1.882188171148300171e-01 8.812786936759948730e-01 6.031892895698547363e-01
1.883188337087631226e-01 8.812090158462524414e-01 6.029985547065734863e-01
1.884188354015350342e-01 8.811393380165100098e-01 6.028078794479370117e-01
1.885188519954681396e-01 8.810696005821228027e-01 6.026170849800109863e-01
1.886188685894012451e-01 8.809998631477355957e-01 6.024262905120849609e-01
1.887188702821731567e-01 8.809301257133483887e-01 6.022355556488037109e-01
1.888188868761062622e-01 8.808604478836059570e-01 6.020450592041015625e-01
1.889188885688781738e-01 8.807906508445739746e-01 6.018542647361755371e-01
1.890189051628112793e-01 8.807209134101867676e-01 6.016637086868286133e-01
1.891189068555831909e-01 8.806510567665100098e-01 6.014727950096130371e-01
1.892189234495162964e-01 8.805813789367675781e-01 6.012824773788452148e-01
1.893189251422882080e-01 8.805114626884460449e-01 6.010915637016296387e-01
1.894189417362213135e-01 8.804416656494140625e-01 6.009009480476379395e-01
1.895189583301544189e-01 8.803719282150268555e-01 6.007106304168701172e-01
1.896189600229263306e-01 8.803021311759948730e-01 6.005201339721679688e-01
1.897189766168594360e-01 8.802323341369628906e-01 6.003296971321105957e-01
1.898189783096313477e-01 8.801625370979309082e-01 6.001393198966979980e-01
1.899189949035644531e-01 8.800926804542541504e-01 5.999488234519958496e-01
1.900189965963363647e-01 8.800228238105773926e-01 5.997583270072937012e-01
1.901190131902694702e-01 8.799529671669006348e-01 5.995679497718811035e-01
1.902190148830413818e-01 8.798830509185791016e-01 5.993773937225341797e-01
1.903190314769744873e-01 8.798133730888366699e-01 5.991875529289245605e-01
1.904190480709075928e-01 8.797433972358703613e-01 5.989969968795776367e-01
1.905190497636795044e-01 8.796735405921936035e-01 5.988067388534545898e-01
1.906190663576126099e-01 8.796036243438720703e-01 5.986163616180419922e-01
1.907190680503845215e-01 8.795337080955505371e-01 5.984261035919189453e-01
1.908190846443176270e-01 8.794638514518737793e-01 5.982359647750854492e-01
1.909190863370895386e-01 8.793939948081970215e-01 5.980459451675415039e-01
1.910191029310226440e-01 8.793240189552307129e-01 5.978556275367736816e-01
1.911191046237945557e-01 8.792541623115539551e-01 5.976656675338745117e-01
1.912191212177276611e-01 8.791841864585876465e-01 5.974754095077514648e-01
1.913191378116607666e-01 8.791143298149108887e-01 5.972855687141418457e-01
1.914191395044326782e-01 8.790442347526550293e-01 5.970950722694396973e-01
1.915191560983657837e-01 8.789742588996887207e-01 5.969049930572509766e-01
1.916191577911376953e-01 8.789042830467224121e-01 5.967149138450622559e-01
1.917191743850708008e-01 8.788343667984008789e-01 5.965250730514526367e-01
1.918191760778427124e-01 8.787644505500793457e-01 5.963352322578430176e-01
1.919191926717758179e-01 8.786944746971130371e-01 5.961453318595886230e-01
1.920192092657089233e-01 8.786243796348571777e-01 5.959551334381103516e-01
1.921192109584808350e-01 8.785544037818908691e-01 5.957652926445007324e-01
1.922192275524139404e-01 8.784844279289245605e-01 5.955755114555358887e-01
1.923192292451858521e-01 8.784143328666687012e-01 5.953854322433471680e-01
1.924192458391189575e-01 8.783443570137023926e-01 5.951957702636718750e-01
1.925192475318908691e-01 8.782742619514465332e-01 5.950058102607727051e-01
1.926192641258239746e-01 8.782042860984802246e-01 5.948162078857421875e-01
1.927192658185958862e-01 8.781341910362243652e-01 5.946263074874877930e-01
1.928192824125289917e-01 8.780642151832580566e-01 5.944367647171020508e-01
1.929192990064620972e-01 8.779941201210021973e-01 5.942469835281372070e-01
1.930193006992340088e-01 8.779240250587463379e-01 5.940572619438171387e-01
1.931193172931671143e-01 8.778539299964904785e-01 5.938675403594970703e-01
1.932193189859390259e-01 8.777837753295898438e-01 5.936777591705322266e-01
1.933193355798721313e-01 8.777137398719787598e-01 5.934882760047912598e-01
1.934193372726440430e-01 8.776437044143676758e-01 5.932989120483398438e-01
1.935193538665771484e-01 8.775734901428222656e-01 5.931090712547302246e-01
1.936193555593490601e-01 8.775033354759216309e-01 5.929194092750549316e-01
1.937193721532821655e-01 8.774333000183105469e-01 5.927301645278930664e-01
1.938193887472152710e-01 8.773631453514099121e-01 5.925406217575073242e-01
1.939193904399871826e-01 8.772929310798645020e-01 5.923509597778320312e-01
1.940194070339202881e-01 8.772228360176086426e-01 5.921616554260253906e-01
1.941194087266921997e-01 8.771526813507080078e-01 5.919722318649291992e-01
1.942194253206253052e-01 8.770825266838073730e-01 5.917828679084777832e-01
1.943194270133972168e-01 8.770123124122619629e-01 5.915933847427368164e-01
1.944194436073303223e-01 8.769420981407165527e-01 5.914039611816406250e-01
1.945194453001022339e-01 8.768718838691711426e-01 5.912145972251892090e-01
1.946194618940353394e-01 8.768016695976257324e-01 5.910252332687377930e-01
1.947194784879684448e-01 8.767314553260803223e-01 5.908359885215759277e-01
1.948194801807403564e-01 8.766612410545349121e-01 5.906467437744140625e-01
1.949194967746734619e-01 8.765910267829895020e-01 5.904574990272521973e-01
1.950194984674453735e-01 8.765208125114440918e-01 5.902683734893798828e-01
1.951195150613784790e-01 8.764505982398986816e-01 5.900792479515075684e-01
1.952195167541503906e-01 8.763803839683532715e-01 5.898901820182800293e-01
1.953195333480834961e-01 8.763100504875183105e-01 5.897008180618286133e-01
1.954195350408554077e-01 8.762397170066833496e-01 5.895115137100219727e-01
1.955195516347885132e-01 8.761695027351379395e-01 5.893226265907287598e-01
1.956195682287216187e-01 8.760992288589477539e-01 5.891335606575012207e-01
1.957195699214935303e-01 8.760288953781127930e-01 5.889443755149841309e-01
1.958195865154266357e-01 8.759585618972778320e-01 5.887553095817565918e-01
1.959195882081985474e-01 8.758883476257324219e-01 5.885665416717529297e-01
1.960196048021316528e-01 8.758179545402526855e-01 5.883773565292358398e-01
1.961196064949035645e-01 8.757477402687072754e-01 5.881887078285217285e-01
1.962196230888366699e-01 8.756774067878723145e-01 5.879997611045837402e-01
1.963196247816085815e-01 8.756070733070373535e-01 5.878108739852905273e-01
1.964196413755416870e-01 8.755366206169128418e-01 5.876216888427734375e-01
1.965196579694747925e-01 8.754662871360778809e-01 5.874329209327697754e-01
1.966196596622467041e-01 8.753959536552429199e-01 5.872441530227661133e-01
1.967196762561798096e-01 8.753256201744079590e-01 5.870554447174072266e-01
1.968196779489517212e-01 8.752551674842834473e-01 5.868664979934692383e-01
1.969196945428848267e-01 8.751848340034484863e-01 5.866778492927551270e-01
1.970196962356567383e-01 8.751145005226135254e-01 5.864893198013305664e-01
1.971197128295898438e-01 8.750439882278442383e-01 5.863003134727478027e-01
1.972197145223617554e-01 8.749736547470092773e-01 5.861118435859680176e-01
1.973197311162948608e-01 8.749032020568847656e-01 5.859230756759643555e-01
1.974197477102279663e-01 8.748328089714050293e-01 5.857345461845397949e-01
1.975197494029998779e-01 8.747622966766357422e-01 5.855457186698913574e-01
1.976197659969329834e-01 8.746919035911560059e-01 5.853572487831115723e-01
1.977197676897048950e-01 8.746214509010314941e-01 5.851686596870422363e-01
1.978197842836380005e-01 8.745509982109069824e-01 5.849801301956176758e-01
1.979197859764099121e-01 8.744805455207824707e-01 5.847916603088378906e-01
1.980198025703430176e-01 8.744100332260131836e-01 5.846030712127685547e-01
1.981198191642761230e-01 8.743395209312438965e-01 5.844145417213439941e-01
1.982198208570480347e-01 8.742690682411193848e-01 5.842261910438537598e-01
1.983198374509811401e-01 8.741986155509948730e-01 5.840378999710083008e-01
1.984198391437530518e-01 8.741281628608703613e-01 5.838496685028076172e-01
1.985198557376861572e-01 8.740575909614562988e-01 5.836611390113830566e-01
1.986198574304580688e-01 8.739869594573974609e-01 5.834724903106689453e-01
1.987198740243911743e-01 8.739164471626281738e-01 5.832841992378234863e-01
1.988198757171630859e-01 8.738459348678588867e-01 5.830959677696228027e-01
1.989198923110961914e-01 8.737754225730895996e-01 5.829077959060668945e-01
1.990199089050292969e-01 8.737048506736755371e-01 5.827195048332214355e-01
1.991199105978012085e-01 8.736343979835510254e-01 5.825316309928894043e-01
1.992199271917343140e-01 8.735637068748474121e-01 5.823431015014648438e-01
1.993199288845062256e-01 8.734931945800781250e-01 5.821551084518432617e-01
1.994199454784393311e-01 8.734225630760192871e-01 5.819668769836425781e-01
1.995199471712112427e-01 8.733519315719604492e-01 5.817786455154418945e-01
1.996199637651443481e-01 8.732814192771911621e-01 5.815907716751098633e-01
1.997199654579162598e-01 8.732107281684875488e-01 5.814024806022644043e-01
1.998199820518493652e-01 8.731400370597839355e-01 5.812142491340637207e-01
1.999199986457824707e-01 8.730695247650146484e-01 5.810264945030212402e-01
2.000200003385543823e-01 8.729988932609558105e-01 5.808385014533996582e-01
2.001200169324874878e-01 8.729282021522521973e-01 5.806503891944885254e-01
2.002200186252593994e-01 8.728576302528381348e-01 5.804626345634460449e-01
2.003200352191925049e-01 8.727869391441345215e-01 5.802746415138244629e-01
2.004200369119644165e-01 8.727161884307861328e-01 5.800864696502685547e-01
2.005200535058975220e-01 8.726455569267272949e-01 5.798987150192260742e-01
2.006200551986694336e-01 8.725748658180236816e-01 5.797108411788940430e-01
2.007200717926025391e-01 8.725041747093200684e-01 5.795230269432067871e-01
2.008200883865356445e-01 8.724334836006164551e-01 5.793352127075195312e-01
2.009200900793075562e-01 8.723627328872680664e-01 5.791473388671875000e-01
2.010201066732406616e-01 8.722920417785644531e-01 5.789595842361450195e-01
2.011201083660125732e-01 8.722213506698608398e-01 5.787719488143920898e-01
2.012201249599456787e-01 8.721505403518676758e-01 5.785840153694152832e-01
2.013201266527175903e-01 8.720798492431640625e-01 5.783964395523071289e-01
2.014201432466506958e-01 8.720090985298156738e-01 5.782088041305541992e-01
2.015201449394226074e-01 8.719382882118225098e-01 5.780209898948669434e-01
2.016201615333557129e-01 8.718675971031188965e-01 5.778335928916931152e-01
2.017201781272888184e-01 8.717967867851257324e-01 5.776458978652954102e-01
2.018201798200607300e-01 8.717260360717773438e-01 5.774583816528320312e-01
2.019201964139938354e-01 8.716552257537841797e-01 5.772708058357238770e-01
2.020201981067657471e-01 8.715843558311462402e-01 5.770830512046813965e-01
2.021202147006988525e-01 8.715136051177978516e-01 5.768957138061523438e-01
2.022202163934707642e-01 8.714427351951599121e-01 5.767080783843994141e-01
2.023202329874038696e-01 8.713719248771667480e-01 5.765206813812255859e-01
2.024202346801757812e-01 8.713012337684631348e-01 5.763335824012756348e-01
2.025202512741088867e-01 8.712302446365356445e-01 5.761458277702331543e-01
2.026202678680419922e-01 8.711593747138977051e-01 5.759583711624145508e-01
2.027202695608139038e-01 8.710885643959045410e-01 5.757710933685302734e-01
2.028202861547470093e-01 8.710177540779113770e-01 5.755839347839355469e-01
2.029202878475189209e-01 8.709468841552734375e-01 5.753965973854064941e-01
2.030203044414520264e-01 8.708760142326354980e-01 5.752093791961669922e-01
2.031203061342239380e-01 8.708050847053527832e-01 5.750219821929931641e-01
2.032203227281570435e-01 8.707342147827148438e-01 5.748348236083984375e-01
2.033203393220901489e-01 8.706632852554321289e-01 5.746475458145141602e-01
2.034203410148620605e-01 8.705924153327941895e-01 5.744604468345642090e-01
2.035203576087951660e-01 8.705214858055114746e-01 5.742732882499694824e-01
2.036203593015670776e-01 8.704505562782287598e-01 5.740861296653747559e-01
2.037203758955001831e-01 8.703796267509460449e-01 5.738990306854248047e-01
2.038203775882720947e-01 8.703086972236633301e-01 5.737119913101196289e-01
2.039203941822052002e-01 8.702376484870910645e-01 5.735246539115905762e-01
2.040203958749771118e-01 8.701667785644531250e-01 5.733378529548645020e-01
2.041204124689102173e-01 8.700957894325256348e-01 5.731508135795593262e-01
2.042204290628433228e-01 8.700248003005981445e-01 5.729637742042541504e-01
2.043204307556152344e-01 8.699538707733154297e-01 5.727769732475280762e-01
2.044204473495483398e-01 8.698828220367431641e-01 5.725898742675781250e-01
2.045204490423202515e-01 8.698118329048156738e-01 5.724029541015625000e-01
2.046204656362533569e-01 8.697407841682434082e-01 5.722159743309020996e-01
2.047204673290252686e-01 8.696698546409606934e-01 5.720293521881103516e-01
2.048204839229583740e-01 8.695988059043884277e-01 5.718424320220947266e-01
2.049204856157302856e-01 8.695276379585266113e-01 5.716552734375000000e-01
2.050205022096633911e-01 8.694567084312438965e-01 5.714687705039978027e-01
2.051205188035964966e-01 8.693856596946716309e-01 5.712819695472717285e-01
2.052205204963684082e-01 8.693146109580993652e-01 5.710952281951904297e-01
2.053205370903015137e-01 8.692435026168823242e-01 5.709084272384643555e-01
2.054205387830734253e-01 8.691723942756652832e-01 5.707216262817382812e-01
2.055205553770065308e-01 8.691014051437377930e-01 5.705351829528808594e-01
2.056205570697784424e-01 8.690302968025207520e-01 5.703485012054443359e-01
2.057205736637115479e-01 8.689592480659484863e-01 5.701619982719421387e-01
2.058205753564834595e-01 8.688880801200866699e-01 5.699752569198608398e-01
2.059205919504165649e-01 8.688169121742248535e-01 5.697885155677795410e-01
2.060206085443496704e-01 8.687458634376525879e-01 5.696021914482116699e-01
2.061206102371215820e-01 8.686746358871459961e-01 5.694153904914855957e-01
2.062206268310546875e-01 8.686035871505737305e-01 5.692291259765625000e-01
2.063206285238265991e-01 8.685324192047119141e-01 5.690425634384155273e-01
2.064206451177597046e-01 8.684613108634948730e-01 5.688562393188476562e-01
2.065206468105316162e-01 8.683901429176330566e-01 5.686697959899902344e-01
2.066206634044647217e-01 8.683189749717712402e-01 5.684834122657775879e-01
2.067206650972366333e-01 8.682476878166198730e-01 5.682967305183410645e-01
2.068206816911697388e-01 8.681766390800476074e-01 5.681107640266418457e-01
2.069206982851028442e-01 8.681054711341857910e-01 5.679244995117187500e-01
2.070206999778747559e-01 8.680341243743896484e-01 5.677378177642822266e-01
2.071207165718078613e-01 8.679630160331726074e-01 5.675517916679382324e-01
2.072207182645797729e-01 8.678916692733764648e-01 5.673652291297912598e-01
2.073207348585128784e-01 8.678205609321594238e-01 5.671793222427368164e-01
2.074207365512847900e-01 8.677491545677185059e-01 5.669926404953002930e-01
2.075207531452178955e-01 8.676780462265014648e-01 5.668068528175354004e-01
2.076207548379898071e-01 8.676068186759948730e-01 5.666207671165466309e-01
2.077207714319229126e-01 8.675355315208435059e-01 5.664345622062683105e-01
2.078207880258560181e-01 8.674641251564025879e-01 5.662480592727661133e-01
2.079207897186279297e-01 8.673928976058959961e-01 5.660620927810668945e-01
2.080208063125610352e-01 8.673217296600341797e-01 5.658763647079467773e-01
2.081208080053329468e-01 8.672503829002380371e-01 5.656901597976684570e-01
2.082208245992660522e-01 8.671790361404418945e-01 5.655040740966796875e-01
2.083208262920379639e-01 8.671078085899353027e-01 5.653182864189147949e-01
2.084208428859710693e-01 8.670364022254943848e-01 5.651320815086364746e-01
2.085208594799041748e-01 8.669651150703430176e-01 5.649462342262268066e-01
2.086208611726760864e-01 8.668938279151916504e-01 5.647604465484619141e-01
2.087208777666091919e-01 8.668224215507507324e-01 5.645744204521179199e-01
2.088208794593811035e-01 8.667510747909545898e-01 5.643885731697082520e-01
2.089208960533142090e-01 8.666797280311584473e-01 5.642027258872985840e-01
2.090208977460861206e-01 8.666083216667175293e-01 5.640168190002441406e-01
2.091209143400192261e-01 8.665369153022766113e-01 5.638309717178344727e-01
2.092209160327911377e-01 8.664656877517700195e-01 5.636456012725830078e-01
2.093209326267242432e-01 8.663942217826843262e-01 5.634596347808837891e-01
2.094209492206573486e-01 8.663228154182434082e-01 5.632739067077636719e-01
2.095209509134292603e-01 8.662514090538024902e-01 5.630882382392883301e-01
2.096209675073623657e-01 8.661800026893615723e-01 5.629026293754577637e-01
2.097209692001342773e-01 8.661085963249206543e-01 5.627170205116271973e-01
2.098209857940673828e-01 8.660370707511901855e-01 5.625311732292175293e-01
2.099209874868392944e-01 8.659656643867492676e-01 5.623456239700317383e-01
2.100210040807723999e-01 8.658941984176635742e-01 5.621600151062011719e-01
2.101210057735443115e-01 8.658227324485778809e-01 5.619744658470153809e-01
2.102210223674774170e-01 8.657513260841369629e-01 5.617890954017639160e-01
2.103210389614105225e-01 8.656798005104064941e-01 5.616034865379333496e-01
2.104210406541824341e-01 8.656083941459655762e-01 5.614181756973266602e-01
2.105210572481155396e-01 8.655368089675903320e-01 5.612325072288513184e-01
2.106210589408874512e-01 8.654653429985046387e-01 5.610471367835998535e-01
2.107210755348205566e-01 8.653939366340637207e-01 5.608620047569274902e-01
2.108210772275924683e-01 8.653222918510437012e-01 5.606763362884521484e-01
2.109210938215255737e-01 8.652508258819580078e-01 5.604911446571350098e-01
2.110210955142974854e-01 8.651792407035827637e-01 5.603056550025939941e-01
2.111211121082305908e-01 8.651077151298522949e-01 5.601204037666320801e-01
2.112211287021636963e-01 8.650362491607666016e-01 5.599353313446044922e-01
2.113211303949356079e-01 8.649646639823913574e-01 5.597500205039978027e-01
2.114211469888687134e-01 8.648930191993713379e-01 5.595645904541015625e-01
2.115211486816406250e-01 8.648214340209960938e-01 5.593793392181396484e-01
2.116211652755737305e-01 8.647499084472656250e-01 5.591943264007568359e-01
2.117211669683456421e-01 8.646783232688903809e-01 5.590091943740844727e-01
2.118211835622787476e-01 8.646067380905151367e-01 5.588240623474121094e-01
2.119211852550506592e-01 8.645350933074951172e-01 5.586388707160949707e-01
2.120212018489837646e-01 8.644635081291198730e-01 5.584538578987121582e-01
2.121212184429168701e-01 8.643918633460998535e-01 5.582687854766845703e-01
2.122212201356887817e-01 8.643203377723693848e-01 5.580840110778808594e-01
2.123212367296218872e-01 8.642485737800598145e-01 5.578987002372741699e-01
2.124212384223937988e-01 8.641769289970397949e-01 5.577136874198913574e-01
2.125212550163269043e-01 8.641052842140197754e-01 5.575287938117980957e-01
2.126212567090988159e-01 8.640336394309997559e-01 5.573439002037048340e-01
2.127212733030319214e-01 8.639619946479797363e-01 5.571590662002563477e-01
2.128212749958038330e-01 8.638903498649597168e-01 5.569742918014526367e-01
2.129212915897369385e-01 8.638185858726501465e-01 5.567892193794250488e-01
2.130213081836700439e-01 8.637469410896301270e-01 5.566045641899108887e-01
2.131213098764419556e-01 8.636752367019653320e-01 5.564197301864624023e-01
2.132213264703750610e-01 8.636034727096557617e-01 5.562348365783691406e-01
2.133213281631469727e-01 8.635317683219909668e-01 5.560501217842102051e-01
2.134213447570800781e-01 8.634600043296813965e-01 5.558652877807617188e-01
2.135213464498519897e-01 8.633882999420166016e-01 5.556806921958923340e-01
2.136213630437850952e-01 8.633164763450622559e-01 5.554957985877990723e-01
2.137213647365570068e-01 8.632447123527526855e-01 5.553110837936401367e-01
2.138213813304901123e-01 8.631730675697326660e-01 5.551267862319946289e-01
2.139213979244232178e-01 8.631012439727783203e-01 5.549420118331909180e-01
2.140213996171951294e-01 8.630294203758239746e-01 5.547573566436767578e-01
2.141214162111282349e-01 8.629576563835144043e-01 5.545728206634521484e-01
2.142214179039001465e-01 8.628858923912048340e-01 5.543884038925170898e-01
2.143214344978332520e-01 8.628140687942504883e-01 5.542038083076477051e-01
2.144214361906051636e-01 8.627423644065856934e-01 5.540196299552917480e-01
2.145214527845382690e-01 8.626704216003417969e-01 5.538348555564880371e-01
2.146214693784713745e-01 8.625985980033874512e-01 5.536504387855529785e-01
2.147214710712432861e-01 8.625268340110778809e-01 5.534662008285522461e-01
2.148214876651763916e-01 8.624548912048339844e-01 5.532816052436828613e-01
2.149214893579483032e-01 8.623830676078796387e-01 5.530973076820373535e-01
2.150215059518814087e-01 8.623113036155700684e-01 5.529131889343261719e-01
2.151215076446533203e-01 8.622393012046813965e-01 5.527285933494567871e-01
2.152215242385864258e-01 8.621674776077270508e-01 5.525444149971008301e-01
2.153215259313583374e-01 8.620955348014831543e-01 5.523599982261657715e-01
2.154215425252914429e-01 8.620236515998840332e-01 5.521758198738098145e-01
2.155215591192245483e-01 8.619517683982849121e-01 5.519916415214538574e-01
2.156215608119964600e-01 8.618798851966857910e-01 5.518075227737426758e-01
2.157215774059295654e-01 8.618078827857971191e-01 5.516231656074523926e-01
2.158215790987014771e-01 8.617359995841979980e-01 5.514391660690307617e-01
2.159215956926345825e-01 8.616641163825988770e-01 5.512551665306091309e-01
2.160215973854064941e-01 8.615921139717102051e-01 5.510709285736083984e-01
2.161216139793395996e-01 8.615201115608215332e-01 5.508867502212524414e-01
2.162216156721115112e-01 8.614481687545776367e-01 5.507027506828308105e-01
2.163216322660446167e-01 8.613762259483337402e-01 5.505188107490539551e-01
2.164216488599777222e-01 8.613043427467346191e-01 5.503351092338562012e-01
2.165216505527496338e-01 8.612322211265563965e-01 5.501508116722106934e-01
2.166216671466827393e-01 8.611602783203125000e-01 5.499669909477233887e-01
2.167216688394546509e-01 8.610883355140686035e-01 5.497832298278808594e-01
2.168216854333877563e-01 8.610163331031799316e-01 5.495993494987487793e-01
2.169216871261596680e-01 8.609442114830017090e-01 5.494152307510375977e-01
2.170217037200927734e-01 8.608722090721130371e-01 5.492314696311950684e-01
2.171217054128646851e-01 8.608002066612243652e-01 5.490477681159973145e-01
