6.964658993501387e+00	7.754236940211890e+00	8.386113242152383e+00	8.999784174938668e+00	9.372020744071166e+00	9.646672875785619e+00	9.767823988542780e+00	9.972176809299334e+00	1.015225366183518e+01	1.014196330333555e+01	1.032346994023245e+01	1.043150919878365e+01	1.047422104612625e+01	1.046216064747037e+01	1.057014350997251e+01	1.057445579240896e+01	1.063750401772895e+01	1.073247383704410e+01	1.077572111110939e+01	1.077917351803676e+01	1.082180647985676e+01	1.086302716637167e+01	1.098982757478489e+01	1.098924891861090e+01	1.107985214100590e+01	1.111585172552926e+01	1.112526538406058e+01	1.120266076382830e+01	1.128446945035972e+01	1.139665932899430e+01	1.137586808597224e+01	1.148526654650835e+01	1.158766435821232e+01	1.159127286122995e+01	1.156728485660333e+01	1.174507500716402e+01	1.183107404417654e+01	1.188207891095760e+01	1.198786967375262e+01	1.203867348668748e+01	1.210227493388927e+01	1.204548628182434e+01	1.222327611990228e+01	1.225807722450275e+01	1.226748275128211e+01	1.237727793363294e+01	1.250327286339805e+01	1.252148151884562e+01	1.255627506504932e+01	1.249088045736073e+01	1.256668169163284e+01	1.258207735070031e+01	1.257767959585837e+01	1.260188214073433e+01	1.247868342311229e+01	1.256048268918940e+01	1.258048479198715e+01	1.261028205210706e+01	1.252148670410131e+01	1.255408657590621e+01	1.266547874251532e+01	1.252488694069695e+01	1.253908781733477e+01	1.254429052681359e+01	1.252368611207667e+01	1.248949309272949e+01	1.253649386044347e+01	1.254928603311614e+01	1.255228159327775e+01	1.265107250364492e+01	1.262467380216323e+01	1.259686779153905e+01	1.265626300044154e+01	1.256085376018450e+01	1.259784449064148e+01	1.254663844707593e+01	1.251463254792943e+01	1.264921594783303e+01	1.252681739698195e+01	1.250780570454553e+01	1.250199923256686e+01	1.252718980799520e+01	1.256018208339232e+01	1.255336707046319e+01	1.259035483501420e+01	1.262853678847848e+01	1.252493657092777e+01	1.262331497124679e+01	1.251071513775288e+01	1.261729008233424e+01	1.258368120649377e+01	1.256966911447343e+01	1.245906671098160e+01	1.251564835518645e+01	1.266081737703383e+01	1.256021562778863e+01	1.252120206955830e+01	1.251558630352616e+01	1.253297278281606e+01	1.257735140620908e+01	1.261472873911088e+01	
6.347025630192535e+00	7.452987650760763e+00	8.126614094717452e+00	8.605678299797027e+00	8.966725073459099e+00	9.232060458378747e+00	9.539710300949451e+00	9.726540136180843e+00	9.807590348556015e+00	9.926356468895188e+00	9.974325451471639e+00	1.016371601117115e+01	1.017306259462322e+01	1.023775039778203e+01	1.035796883799127e+01	1.045233521137424e+01	1.038225403823401e+01	1.057458610040348e+01	1.054222525518509e+01	1.063443435975598e+01	1.068386090737896e+01	1.084246147348092e+01	1.086088033452147e+01	1.084168033099860e+01	1.095949536893979e+01	1.090149133108687e+01	1.098631577884404e+01	1.117749705414600e+01	1.117350915582995e+01	1.118592556925190e+01	1.135231423971423e+01	1.132711840252356e+01	1.152511539684858e+01	1.151932382815801e+01	1.150972833346724e+01	1.168592123451718e+01	1.174172400872532e+01	1.181392164601567e+01	1.194731802741403e+01	1.204251583907457e+01	1.202932614830444e+01	1.207232956986211e+01	1.215012564324110e+01	1.217113013816776e+01	1.222973591615192e+01	1.232513076961382e+01	1.244292791214530e+01	1.235073236021474e+01	1.245573117885705e+01	1.248413181255975e+01	1.250313472120305e+01	1.255492958335087e+01	1.251793302909642e+01	1.256333191359599e+01	1.256233131871217e+01	1.262373117299438e+01	1.254553885115641e+01	1.265013115585738e+01	1.258593586291506e+01	1.254013857789369e+01	1.254673861403483e+01	1.254153759818836e+01	1.264693584250437e+01	1.260553823660539e+01	1.261073652640621e+01	1.259073459689744e+01	1.257793836657375e+01	1.259353608161346e+01	1.258993318572036e+01	1.254552923250093e+01	1.254872954968316e+01	1.258531912009722e+01	1.261170361994994e+01	1.261130030250121e+01	1.251550139860057e+01	1.264368155745097e+01	1.252988548407756e+01	1.261046303532390e+01	1.267345654924572e+01	1.258304153935147e+01	1.252344453504641e+01	1.251963108848670e+01	1.258901212211719e+01	1.250041458012174e+01	1.257059297383656e+01	1.254838082842123e+01	1.260276922990060e+01	1.261815150288485e+01	1.259594189855827e+01	1.258593030541013e+01	1.247932532724771e+01	1.255690515566487e+01	1.255888896044212e+01	1.258607031038032e+01	1.257505613004839e+01	1.259824419304906e+01	1.262202083172007e+01	1.248641851088987e+01	1.256958908138469e+01	1.257457251612948e+01	1.255515310379813e+01	
5.470683470660839e+00	6.990091289594053e+00	7.873993041240443e+00	8.383279084159252e+00	8.724905699559457e+00	9.078729311673472e+00	9.189742749199549e+00	9.416545575209980e+00	9.694186907923573e+00	9.723389842505759e+00	9.861355714551250e+00	1.000416250988076e+01	9.989113742213666e+00	1.009937906832978e+01	1.021614231445326e+01	1.026433825504828e+01	1.028791369687948e+01	1.031571694621806e+01	1.045210638793446e+01	1.051568062243533e+01	1.053131861719029e+01	1.062490987863359e+01	1.070373197463541e+01	1.068773384918881e+01	1.083614179983708e+01	1.090975175631175e+01	1.087255078651424e+01	1.094635583273802e+01	1.101995906384428e+01	1.123654401389698e+01	1.124715472248072e+01	1.126656366568803e+01	1.135956663768534e+01	1.139636958362559e+01	1.144357061878455e+01	1.152077570936492e+01	1.170796485680748e+01	1.174497042769178e+01	1.182436697633430e+01	1.191416740516696e+01	1.190677437765402e+01	1.204896652925295e+01	1.216036645246868e+01	1.215777298105311e+01	1.223217663878438e+01	1.225677266569788e+01	1.234297447834626e+01	1.241977082934739e+01	1.239137767608233e+01	1.250517311601671e+01	1.249517785381831e+01	1.237438289735211e+01	1.259477602788862e+01	1.255597635440672e+01	1.258297103487975e+01	1.247318285590015e+01	1.259138102194409e+01	1.267037341607469e+01	1.260797858496939e+01	1.254918329219121e+01	1.257977986610516e+01	1.257938595296012e+01	1.256818070533494e+01	1.248038129213342e+01	1.255898520941749e+01	1.257038244695757e+01	1.258677907769669e+01	1.260918106593817e+01	1.255478005895780e+01	1.258617442351261e+01	1.257236475563334e+01	1.253636528671920e+01	1.257975164049475e+01	1.265013715416181e+01	1.266833216645425e+01	1.250573298039186e+01	1.259731581300069e+01	1.260250794299205e+01	1.256470000051151e+01	1.256888614971954e+01	1.256268280142341e+01	1.252066695180667e+01	1.255005812263187e+01	1.259524126996245e+01	1.254843123925064e+01	1.258501075218888e+01	1.261539422437108e+01	1.255039510242231e+01	1.259057230778160e+01	1.253996221324098e+01	1.254215315688186e+01	1.260952649905193e+01	1.259570954214003e+01	1.254229821988520e+01	1.264127596536552e+01	1.260245923632149e+01	1.250645312011873e+01	1.254003387426387e+01	1.255501029150193e+01	1.256799312671249e+01	1.258735946599736e+01	
4.715618746659865e+00	6.156118309458204e+00	7.476975515016265e+00	8.234662038282138e+00	8.652924530783755e+00	8.888546194605230e+00	9.108372707989608e+00	9.233582932136406e+00	9.476979360320970e+00	9.577330474983766e+00	9.727772353469378e+00	9.841399793422088e+00	9.820848432413461e+00	9.968764765860582e+00	1.007279087896724e+01	1.004815602751628e+01	1.018657713401605e+01	1.030096241956639e+01	1.023616503891892e+01	1.038675610297790e+01	1.031897573016219e+01	1.052857537489984e+01	1.054016273362613e+01	1.059778488652714e+01	1.068117871762383e+01	1.076858168982539e+01	1.076279496617513e+01	1.085819325629350e+01	1.094838712726837e+01	1.099099849484765e+01	1.097740684347419e+01	1.125740071268195e+01	1.116481928170879e+01	1.140240269208791e+01	1.146580600557076e+01	1.141540311022958e+01	1.154840771263539e+01	1.173300799937303e+01	1.167401383461199e+01	1.177501422525384e+01	1.183441303516349e+01	1.187021966104327e+01	1.197501785305376e+01	1.210381418378814e+01	1.209882019519548e+01	1.227640723046335e+01	1.234700822268132e+01	1.236681415186416e+01	1.241101463674923e+01	1.245201288902405e+01	1.251021498405381e+01	1.245701986307655e+01	1.260021371654803e+01	1.254822214372206e+01	1.259521923335036e+01	1.258202555820604e+01	1.252882581462219e+01	1.260381766345608e+01	1.250362600311573e+01	1.256921748613626e+01	1.254461931182920e+01	1.252202827671343e+01	1.259902560881015e+01	1.266082066902016e+01	1.264541817031242e+01	1.260543109948892e+01	1.254102903316775e+01	1.251003224563346e+01	1.254722127082193e+01	1.256701233436376e+01	1.258061166860344e+01	1.255340386096173e+01	1.254259561208908e+01	1.256058606788356e+01	1.248858070019877e+01	1.258296612566110e+01	1.246197134385167e+01	1.265294198964649e+01	1.259853062835665e+01	1.249293363832677e+01	1.255691701003359e+01	1.247171198299973e+01	1.264748287006238e+01	1.254327624097058e+01	1.259866062290588e+01	1.253805512587497e+01	1.251503574622435e+01	1.260742328441770e+01	1.243981777128677e+01	1.260259142280234e+01	1.260457781710435e+01	1.255295814125790e+01	1.256395080679997e+01	1.253332929096188e+01	1.251611372146384e+01	1.252309710312981e+01	1.249327725529712e+01	1.265124123758163e+01	1.256722659872608e+01	1.254060998635974e+01	1.250078708836953e+01	
4.070544323281639e+00	5.420586410932512e+00	6.701217413072945e+00	7.865097198386310e+00	8.472161901647095e+00	8.752917242419270e+00	8.975786887426642e+00	9.121430974993313e+00	9.339176906199064e+00	9.522998606274609e+00	9.550428316286306e+00	9.669009745574668e+00	9.734002616703490e+00	9.859032315632575e+00	9.881024434120569e+00	1.006278881929583e+01	1.001941901535692e+01	1.010221145356268e+01	1.011981770594120e+01	1.020661631112486e+01	1.035739621339727e+01	1.048460383982646e+01	1.039741565367039e+01	1.050122276509775e+01	1.054062276493173e+01	1.063622761380763e+01	1.078723226913644e+01	1.074362666227776e+01	1.087743451920703e+01	1.091783657247680e+01	1.100083713200381e+01	1.111244329001245e+01	1.109385479570435e+01	1.119265355188485e+01	1.127765319079733e+01	1.134825460782809e+01	1.150784698129870e+01	1.159724884871661e+01	1.160565064948439e+01	1.167225542076634e+01	1.171666018253151e+01	1.184125432817789e+01	1.195165049118440e+01	1.205565289363730e+01	1.203605345695060e+01	1.217125345108608e+01	1.218345628755068e+01	1.233665233379921e+01	1.228965990460526e+01	1.237845779134517e+01	1.240104885079583e+01	1.245366032333450e+01	1.253446066396262e+01	1.261525468419402e+01	1.260225263297193e+01	1.251026265835755e+01	1.249866564208029e+01	1.254145913479069e+01	1.254406149489640e+01	1.252306293360489e+01	1.262326028549935e+01	1.253026593843515e+01	1.258806294242738e+01	1.263645914798730e+01	1.252706260639684e+01	1.258965616974163e+01	1.255586755945367e+01	1.260926536381676e+01	1.261945669942204e+01	1.255505453387771e+01	1.248505204302243e+01	1.244964443170050e+01	1.254323610767089e+01	1.247002182691283e+01	1.260981036991724e+01	1.259239935823915e+01	1.260159158900651e+01	1.265497510223913e+01	1.270676212049479e+01	1.261596224301429e+01	1.261274340197881e+01	1.257213357638195e+01	1.265231523929669e+01	1.246571971784810e+01	1.247390002356154e+01	1.254087941712814e+01	1.255307224938756e+01	1.253865577795550e+01	1.259303285332979e+01	1.250202246605953e+01	1.265599671898044e+01	1.254878361064966e+01	1.257176695490365e+01	1.260394175884978e+01	1.251833394845146e+01	1.249971845483057e+01	1.260088786998257e+01	1.262366342194195e+01	1.264303965948315e+01	1.260342060900263e+01	1.258400131767687e+01	
3.585209581339408e+00	4.852596548932104e+00	5.960953098238734e+00	7.124784505477604e+00	8.101942654464263e+00	8.750611000507670e+00	8.859003327748514e+00	9.112777722690067e+00	9.234160523486102e+00	9.327997207469389e+00	9.443091344686909e+00	9.494847511183405e+00	9.639065129168918e+00	9.773072965058383e+00	9.811467659971354e+00	9.841460459332975e+00	9.908257723521684e+00	1.009645077222508e+01	9.972837545842541e+00	1.012686341826714e+01	1.021919992705594e+01	1.026305917038653e+01	1.037705586520724e+01	1.044485184672257e+01	1.051406851045088e+01	1.062686680521345e+01	1.064647466091653e+01	1.067805404872962e+01	1.073088684812924e+01	1.075008128681631e+01	1.088368763767484e+01	1.098468090625086e+01	1.102029555246952e+01	1.112388366080337e+01	1.116649170805397e+01	1.120749240328598e+01	1.137009014777547e+01	1.150667849727403e+01	1.151109059963559e+01	1.165149024155866e+01	1.165968937422881e+01	1.184748252123962e+01	1.180189130068979e+01	1.191569338897290e+01	1.204829175444219e+01	1.207349434642434e+01	1.211769772779258e+01	1.215169753937476e+01	1.223489308999089e+01	1.238288996696905e+01	1.241309375992014e+01	1.232430437927881e+01	1.248709868234133e+01	1.258729335745423e+01	1.248269859372402e+01	1.253389892063383e+01	1.246570025606938e+01	1.252630200100021e+01	1.255190085897158e+01	1.253050223897019e+01	1.257070068773257e+01	1.266589659415900e+01	1.258510403896920e+01	1.255230470786374e+01	1.258110232459379e+01	1.243751098484331e+01	1.260590488279355e+01	1.259789642237907e+01	1.260549571355191e+01	1.256789072095312e+01	1.263268002832751e+01	1.260007190542284e+01	1.251687271324424e+01	1.261265469499249e+01	1.259244839180298e+01	1.262984256422783e+01	1.259562742319195e+01	1.255381316888912e+01	1.259540111478199e+01	1.253199452345327e+01	1.262178224349772e+01	1.259276312383139e+01	1.259934372579260e+01	1.256373904256403e+01	1.251013142420841e+01	1.260031088469324e+01	1.263908959397690e+01	1.255528381236952e+01	1.248167253741645e+01	1.261304026050775e+01	1.257662928573328e+01	1.255620680220999e+01	1.256899331646263e+01	1.252937883999657e+01	1.246216036228176e+01	1.262572970411970e+01	1.262050779006936e+01	1.259568492960633e+01	1.245907312427739e+01	1.245785081365498e+01	1.256241334773921e+01	
3.128934374070482e+00	4.242412067612946e+00	5.481803665344822e+00	6.427993936490201e+00	7.393986084712778e+00	8.288580755216607e+00	8.866629750627629e+00	8.969431029040694e+00	9.201477774434107e+00	9.319080435567841e+00	9.228256966737259e+00	9.442884335415084e+00	9.531685669926627e+00	9.570512640926061e+00	9.616292062686652e+00	9.758485912490961e+00	9.769306232736330e+00	9.940478875220347e+00	1.003405712044018e+01	9.984861667735085e+00	1.015849045125369e+01	1.022110420006128e+01	1.023949397831855e+01	1.031910087400857e+01	1.037810504427239e+01	1.044628787697950e+01	1.052209694350013e+01	1.052030811949575e+01	1.072491031463137e+01	1.066472174433544e+01	1.087771742715676e+01	1.095751350018462e+01	1.091732567379672e+01	1.096312920483423e+01	1.114431734595107e+01	1.123491960655445e+01	1.125233076937249e+01	1.140651934978102e+01	1.144972452834450e+01	1.159912287820073e+01	1.166232827291511e+01	1.169092837959451e+01	1.171092776634660e+01	1.178973607861829e+01	1.197492753255250e+01	1.200792517891210e+01	1.214752907641389e+01	1.206193013296550e+01	1.212653271972146e+01	1.219073448383029e+01	1.237812271578207e+01	1.239153060419106e+01	1.240513662355216e+01	1.250413446142551e+01	1.239894083192143e+01	1.255853336699103e+01	1.259952853805362e+01	1.255533769215396e+01	1.258033404057514e+01	1.260233308549458e+01	1.255813653076734e+01	1.255714149913432e+01	1.243314334449586e+01	1.254053551513899e+01	1.258673937372772e+01	1.254575130555824e+01	1.248134201167997e+01	1.251074368215208e+01	1.259453379705745e+01	1.263672102642713e+01	1.250752607711950e+01	1.250111899983241e+01	1.254390457497584e+01	1.253629017651378e+01	1.265147411465331e+01	1.261627245499646e+01	1.248246880588044e+01	1.258885106277073e+01	1.248964267421065e+01	1.256462916396278e+01	1.259580642619837e+01	1.248120212782147e+01	1.263898414352322e+01	1.253297139770128e+01	1.258935185764320e+01	1.256334127063597e+01	1.264191422396115e+01	1.253710551481575e+01	1.257788770430098e+01	1.259007262274672e+01	1.261544509511741e+01	1.250884357773173e+01	1.264760373274608e+01	1.257279217012440e+01	1.247938357933119e+01	1.260595085379243e+01	1.244954107925685e+01	1.245351737701150e+01	1.268007335771833e+01	1.258625208647277e+01	1.253642942967696e+01	
2.743406392321122e+00	3.820812053241121e+00	4.868072624677614e+00	5.816436374527616e+00	6.722019702397936e+00	7.618251719398216e+00	8.481262123345152e+00	8.910436795726975e+00	9.039100920456113e+00	9.153091987597113e+00	9.268085740178728e+00	9.319710530183754e+00	9.435531236837628e+00	9.466727965081803e+00	9.492746660301025e+00	9.618665422607767e+00	9.693320338209805e+00	9.734345077639182e+00	9.889736295350128e+00	9.941928781234205e+00	9.950128787397047e+00	1.007392904250344e+01	1.013713591927162e+01	1.025813126847434e+01	1.025214088456774e+01	1.038852585366277e+01	1.041293629557618e+01	1.052995057269918e+01	1.052414844807527e+01	1.051256123334805e+01	1.071875478800396e+01	1.084254952919354e+01	1.087775505787258e+01	1.097235313273514e+01	1.099656075357663e+01	1.113395592691115e+01	1.115916189702474e+01	1.135896193620150e+01	1.138655555799105e+01	1.149936076231858e+01	1.147076455197402e+01	1.158236266909736e+01	1.170455981332662e+01	1.182796009448452e+01	1.183636464817336e+01	1.194916665917817e+01	1.200856050764316e+01	1.200777051318663e+01	1.209716550859209e+01	1.228516488381936e+01	1.231876708568642e+01	1.233956261542123e+01	1.235777211955080e+01	1.250237075742246e+01	1.242037467818183e+01	1.256957019691842e+01	1.246037553290799e+01	1.252377079589218e+01	1.250097430030098e+01	1.262837156632208e+01	1.258657962747753e+01	1.259957594560364e+01	1.258097983215572e+01	1.256216804186062e+01	1.261137108255943e+01	1.253777620681276e+01	1.252938165732911e+01	1.258997622259970e+01	1.255017109217548e+01	1.264056266223509e+01	1.259294893168336e+01	1.261394391536360e+01	1.252013739662685e+01	1.260992354218008e+01	1.256291878056283e+01	1.263229881621602e+01	1.259969121016847e+01	1.257388618734939e+01	1.248247592658707e+01	1.250706042112505e+01	1.254324804056209e+01	1.256283174478465e+01	1.248341758624019e+01	1.264399848315381e+01	1.253697942306307e+01	1.257897102506067e+01	1.266234360443751e+01	1.257812891803753e+01	1.256051230902023e+01	1.256409821566335e+01	1.254468001344562e+01	1.253046608264120e+01	1.265882689121396e+01	1.256761623818798e+01	1.248159937751245e+01	1.265296521615149e+01	1.257174998992344e+01	1.260372210801274e+01	1.256829767506366e+01	1.253507396300325e+01	1.261404064694003e+01	
2.457809489927535e+00	3.435248653557825e+00	4.396483819655257e+00	5.246532944805899e+00	6.094333216162314e+00	6.935903403347324e+00	7.824870817574451e+00	8.635496113158917e+00	8.981120545496097e+00	9.192263191677487e+00	9.145331823485918e+00	9.286750311072646e+00	9.300739340708668e+00	9.429968191743072e+00	9.483349434250309e+00	9.628352204466962e+00	9.638371791671258e+00	9.709771647670818e+00	9.734772103911745e+00	9.902962676103485e+00	9.826568673257489e+00	9.978175043089262e+00	1.005277517394758e+01	1.008077366074105e+01	1.013196803413841e+01	1.036015839882708e+01	1.039298001960052e+01	1.037638389943813e+01	1.042158329268351e+01	1.055557858204115e+01	1.065138630478967e+01	1.068699113876671e+01	1.068259013708997e+01	1.084359630969550e+01	1.093139182237364e+01	1.104819408954326e+01	1.110859295968523e+01	1.122938878943529e+01	1.128079357507868e+01	1.141299936137524e+01	1.154699137119294e+01	1.156199316361360e+01	1.165179678862919e+01	1.174419007099780e+01	1.180559312599922e+01	1.183799962432413e+01	1.199559525349197e+01	1.194560574285284e+01	1.207859891815173e+01	1.209420810691248e+01	1.219000701478273e+01	1.219841113437435e+01	1.225660753129659e+01	1.242780500734031e+01	1.239681275709997e+01	1.239421546832080e+01	1.243981410505018e+01	1.239801149167129e+01	1.256200339349630e+01	1.253501200962625e+01	1.255560927198848e+01	1.253401182566424e+01	1.246621286162964e+01	1.259880308518801e+01	1.255540948147096e+01	1.256721076114595e+01	1.253921865190429e+01	1.252501535364030e+01	1.259140198523596e+01	1.256879624696646e+01	1.259758631616048e+01	1.252457802224347e+01	1.251417123195604e+01	1.253695895604069e+01	1.241876073367078e+01	1.250173547126397e+01	1.255392329729317e+01	1.255011502620317e+01	1.250090700309184e+01	1.260669325330465e+01	1.259886918411175e+01	1.256045925402054e+01	1.253084462218996e+01	1.254522811454015e+01	1.249861394883469e+01	1.257479187082945e+01	1.255517710673720e+01	1.252256021871170e+01	1.256193481257482e+01	1.244492673700237e+01	1.264369210025339e+01	1.255607749407630e+01	1.263805435970033e+01	1.251924210134453e+01	1.246282505045072e+01	1.251899345758586e+01	1.261676447796479e+01	1.262433578187252e+01	1.253412406165005e+01	1.246249651880508e+01	1.259605489508652e+01	
2.158390117590085e+00	3.133993134661332e+00	3.944941501836722e+00	4.663808887427193e+00	5.509442927390699e+00	6.281811505720178e+00	7.094085735742636e+00	7.920567884543738e+00	8.709518974236090e+00	9.012614575996459e+00	9.109977684563038e+00	9.239511845214935e+00	9.258196603103899e+00	9.411512163329434e+00	9.470352633360324e+00	9.476380132453771e+00	9.576391710972032e+00	9.613182104226549e+00	9.588822718502941e+00	9.703368852397841e+00	9.838592359897621e+00	9.893381928418828e+00	9.992603542061659e+00	1.000901132036018e+01	1.008619562148595e+01	1.012701950486625e+01	1.022821306535974e+01	1.027801579552738e+01	1.037501467719859e+01	1.046062142530777e+01	1.056662247373536e+01	1.059362448777283e+01	1.071522569269032e+01	1.075341814545681e+01	1.083882589448499e+01	1.098422146933726e+01	1.096323286154252e+01	1.107223067960270e+01	1.120462928583409e+01	1.135682292319933e+01	1.138382677835142e+01	1.148022482388770e+01	1.154023316734583e+01	1.154063715428015e+01	1.177963044056856e+01	1.178102978246155e+01	1.199062468614057e+01	1.198063183849175e+01	1.202743416256253e+01	1.213663210536768e+01	1.217723083873437e+01	1.215983923175125e+01	1.220564210846618e+01	1.232643188151557e+01	1.241263872210656e+01	1.249643292334142e+01	1.245704211811439e+01	1.247204105719773e+01	1.251943926908023e+01	1.254583990686868e+01	1.252824098599516e+01	1.263643987748005e+01	1.255544434988909e+01	1.251884380149939e+01	1.264624130939459e+01	1.259284839315007e+01	1.250164642154189e+01	1.258444392048816e+01	1.264263401807592e+01	1.258362663162603e+01	1.251082322652618e+01	1.259460813054767e+01	1.258099801312119e+01	1.255379049020754e+01	1.254857578566938e+01	1.260376605090638e+01	1.253235844744046e+01	1.262334015460186e+01	1.268112848641043e+01	1.260890765882485e+01	1.254570128434845e+01	1.257288826803791e+01	1.249627704693355e+01	1.258245485892680e+01	1.257783348364331e+01	1.251863055263628e+01	1.261279492804381e+01	1.262018293243076e+01	1.247916482163784e+01	1.258274124984768e+01	1.254052656184447e+01	1.250210566938399e+01	1.250008786209672e+01	1.258885967799025e+01	1.259063087447179e+01	1.264840419069661e+01	1.259197833059054e+01	1.260555840547426e+01	1.262952981623844e+01	1.262189469399154e+01	1.254726764218405e+01	
